cd_cvm,nome,denom_social,denom_comerc,setor,setor_cvm,categ_reg,tp_merc,sit_emissor,sit_cvm,gov_listagem_default,cnpj,ticker_b3,controle_acionario,mun,uf,dt_const,dt_reg,auditor
25925,BIONEXO,BIONEXO S.A.,,Comunicacao,Comunicação e Informática,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,04.069.709/0001-02,,PRIVADO,SÃO PAULO,SP,2000,2021,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
24627,BLAU,BLAU FARMACÊUTICA S.A.,BLAU FARMACÊUTICA S.A.,Saude,Farmacêutico e Higiene,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,58.430.828/0001-60,BLAU3,PRIVADO,COTIA,SP,1987,2019,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
26204,BLUEFIT,BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A,,Consumo Disc.,Brinquedos e Lazer,Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,24.921.465/0001-43,,PRIVADO,SÃO PAULO,SP,2016,2021,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
16772,BNDESPAR,BNDES PARTICIPAÇÕES S.A. - BNDESPAR,BNDESPAR,Industria,Emp. Adm. Part. - Sem Setor Principal,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,00.383.281/0001-09,,ESTATAL,BRASÍLIA,DF,1982,1998,KPMG AUDITORES INDEPENDENTES LTDA.
25704,BOA SAFRA,BOA SAFRA SEMENTES S.A,BOA SAFRA SEMENTES S.A.,Consumo Basico,Alimentos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,10.807.374/0001-77,SOJA3,PRIVADO,FORMOSA,GO,2009,2021,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
12190,BOMBRIL (RJ),BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL,BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL,Saude,Farmacêutico e Higiene,Categoria A,BOLSA,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,ATIVO,3.0,50.564.053/0001-03,BOBR4,PRIVADO,SÃO BERNARDO DO CAMPO,SP,1948,1984,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
19909,BR MALLS,BR MALLS PARTICIPAÇOES S.A.,BR MALLS PARTICIPAÇOES S.A.,Consumo Disc.,Emp. Adm. Part. - Comércio (Atacado e Varejo),Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,06.977.745/0001-91,BRML3,PRIVADO HOLDING,RIO DE JANEIRO,RJ,2004,2006,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
18724,BRADESPAR,BRADESPAR S/A,BRADESPAR S/A,Materiais,Emp. Adm. Part. - Extração Mineral,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,03.847.461/0001-92,BRAP4,PRIVADO HOLDING,SÃO PAULO,SP,2000,2000,BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES LTDA.
20125,BRADSAÚDE,BRADSAÚDE S.A.,BRADSAÚDE S.A.,Saude,Serviços Médicos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,58.119.199/0001-51,,PRIVADO,BARUERI,SP,1987,2006,KPMG AUDITORES INDEPENDENTES LTDA.
27375,BRASIL BIOFUELS,BRASIL BIOFUELS S.A.,BRASIL BIOFUELS S.A.,Utilities,Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,09.478.309/0001-66,,PRIVADO,SÃO JOÃO DA BALIZA,RR,2008,2023,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
20036,BRASILAGRO,BRASILAGRO CIA BRAS DE PROP AGRICOLAS,BRASILAGRO CIA BRAS DE PROP AGRICOLAS,Materiais,"Agricultura (Açúcar, Álcool e Cana)",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,07.628.528/0001-59,AGRO3,ESTRANGEIRO,SÃO PAULO,SP,2005,2006,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
4820,BRASKEM,BRASKEM S.A.,BRASKEM,Materiais,Petroquímicos e Borracha,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,42.150.391/0001-70,BRKM5,PRIVADO,CAMAÇARI,BA,1974,1978,KPMG AUDITORES INDEPENDENTES LTDA.
25291,BRAVA ENERGIA,BRAVA ENERGIA S.A.,,Energia,Petróleo e Gás,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,12.091.809/0001-55,BRAV3,PRIVADO,RIO DE JANEIRO,RJ,2010,2020,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27316,BRAZIL TOWER,"BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A","BRAZIL TOWER, CESSÃO DE INFRA-ESTRUTURAS S.A",Comunicacao,Telecomunicações,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,14.292.540/0001-09,,PRIVADO HOLDING,NOVA LIMA,MG,2011,2023,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
14206,BRB,BRB BANCO DE BRASILIA SA,BRB,Financeiro,Bancos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,00.000.208/0001-00,BSLI4,ESTATAL,BRASÍLIA,DF,1964,1993,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
16292,BRF,BRF S.A.,BRF S.A.,Consumo Basico,Emp. Adm. Part. - Alimentos,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,01.838.723/0001-27,BRFS3,PRIVADO,ITAJAÍ,SC,1945,1997,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
27693,BRISANET,BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.,,Comunicacao,Telecomunicações,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,04.601.397/0001-28,BRIT3,PRIVADO,PEREIRO,CE,2001,2024,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
24830,BRK AMBIENTAL,BRK AMBIENTAL PARTICIPAÇÕES S.A.,BRK AMBIENTAL PARTICIPAÇÕES S.A.,Utilities,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",Categoria A,BALCÃO NÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,24.396.489/0001-20,,PRIVADO,SÃO PAULO,SP,2016,2019,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
26999,BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ,BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.,BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.,Utilities,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,39.580.673/0001-01,,PRIVADO,MACEIÓ,AL,2020,2022,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
23817,BRQ,BRQ SOLUÇÕES EM INFORMÁTICA S.A.,BRQ SOLUÇÕES EM INFORMÁTICA S.A.,Comunicacao,Comunicação e Informática,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,36.542.025/0001-64,BRQB3,PRIVADO,BARUERI,SP,1993,2016,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27391,BRZ EMPREENDIMENTOS E CONSTRUÇÕES,BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.,BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,,FASE OPERACIONAL,ATIVO,2.0,04.065.053/0001-41,,PRIVADO,CAMPINAS,SP,2000,2023,KPMG AUDITORES INDEPENDENTES LTDA.
26883,BSB ENERGÉTICA,BSB ENERGÉTICA S.A.,BSB ENERGÉTICA S.A.,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,CANCELADA,2.0,03.820.456/0001-96,,PRIVADO HOLDING,BELO HORIZONTE,MG,2000,2022,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
27774,BTG PACTUAL COMMODITIES SERTRADING,BTG PACTUAL COMMODITIES SERTRADING S.A.,BTG PACTUAL COMMODITIES SERTRADING S.A.,Consumo Disc.,Comércio (Atacado e Varejo),Categoria B,,FASE OPERACIONAL,ATIVO,2.0,04.626.426/0001-06,,PRIVADO,VITÓRIA,ES,2001,2025,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
27499,BTP,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.,BRASIL TECNOLOGIA E PARTICIPAÇÕES S.A.,Comunicacao,Telecomunicações,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,35.764.708/0001-01,,PRIVADO,SÃO PAULO,SP,2019,2024,KPMG AUDITORES INDEPENDENTES LTDA.
24848,C&A,C&A MODAS S.A.,C&A MODAS LTDA,Consumo Disc.,Têxtil e Vestuário,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,45.242.914/0001-05,CEAB3,PRIVADO,BARUERI,SP,1981,2019,KPMG AUDITORES INDEPENDENTES LTDA.
23175,CAB AMBIENTAL,IGUA SANEAMENTO S.A.,COMPANHIA DE AGUAS DO BRASIL - CAB AMBIENTAL,Utilities,"Saneamento, Serv. Água e Gás",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.159.965/0001-33,CABC3,PRIVADO HOLDING,SÃO PAULO,SP,2006,2013,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
18546,CAGECE,COMPANHIA DE ÁGUA E ESGOTO DO CEARÁ  - CAGECE,CAGECE,Utilities,"Saneamento, Serv. Água e Gás",Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,07.040.108/0001-57,,ESTATAL,FORTALEZA,CE,1971,2000,RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S
19097,CAIANDA PARTICIPAÇÕES,CAIANDA PARTICIPAÇÕES SA,CAIANDA PARTICIPAÇÕES S.A.,Industria,Emp. Adm. Part. - Sem Setor Principal,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,04.038.763/0001-82,,PRIVADO HOLDING,SÃO PAULO,SP,2000,2001,RSM BRASIL AUDITORES INDEPENDENTES LTDA.
23795,CAIXA SEGURIDADE PARTICIPAÇÕES,CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,,Financeiro,Emp. Adm. Part. - Seguradoras e Corretoras,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,22.543.331/0001-00,CXSE3,ESTATAL,BRASÍLIA,DF,2015,2015,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
4723,CAL,CONSTRUTORA ADOLPHO LINDENBERG S.A.,CAL S/A,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,61.022.042/0001-18,,PRIVADO,SÃO PAULO,SP,1958,1977,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
25771,CALEDÔNIA SAÚDE,HOSPITAL CARE CALEDONIA S.A.,CALEDÔNIA SAÚDE S.A.,Saude,Serviços Médicos,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,25.249.439/0001-83,,PRIVADO,CAMPINAS,SP,2016,2021,KPMG AUDITORES INDEPENDENTES LTDA.
24228,CAMIL,CAMIL ALIMENTOS S/A,CAMIL ALIMENTOS S/A,Consumo Basico,Alimentos,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,64.904.295/0001-03,CAML3,PRIVADO HOLDING,SÃO PAULO,SP,1990,2017,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
27871,CAMINHOS DA SERRA GAUCHA,CAMINHOS DA SERRA GAUCHA S/A,CAMINHOS DA SERRA GAUCHA S/A,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,47.815.827/0001-17,,PRIVADO,FARROUPILHA,RS,2022,2025,CONSULT AUDITORES E CONSULTORES ASSOCIADOS
26646,CANTU STORE,CANTU STORE S.A.,,Consumo Disc.,Emp. Adm. Part. - Comércio (Atacado e Varejo),Categoria A,,FASE OPERACIONAL,ATIVO,2.0,41.096.674/0001-19,,PRIVADO,SÃO PAULO,SP,2020,2022,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
17493,CAPITALPART PARTICIPAÇÕES,CAPITALPART PARTICIPAÇÕES SA,CAPITALPART PARTICIPAÇÕES S.A.,Comunicacao,Emp. Adm. Part. - Telecomunicações,Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,02.591.787/0001-39,,PRIVADO HOLDING,SÃO PAULO,SP,1998,1998,RSM BRASIL AUDITORES INDEPENDENTES LTDA.
26190,CARAMURU,CARAMURU ALIMENTOS S.A.,CARAMURU ALIMENTOS S.A.,Consumo Basico,Alimentos,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,00.080.671/0001-00,,PRIVADO,ITUMBIARA,GO,1984,2021,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
14168,CARBOMIL,CARBOMIL SA MINER. E INDUSTRIA,CARBOMIL,Materiais,Extração Mineral,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,07.253.321/0001-47,,PRIVADO,FORTALEZA,CE,1966,1993,CONTROLLER AUDITORIA E ASSESSORIA CONTÁBIL S/S
22268,CART,CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART,CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART,Industria,Serviços Transporte e Logística,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,10.531.501/0001-58,,PRIVADO,BAURU,SP,2008,2010,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
16861,CASAN,CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN,CASAN,Utilities,"Saneamento, Serv. Água e Gás",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,82.508.433/0001-17,CASN3,ESTATAL,FLORIANÓPOLIS,SC,1970,1998,RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S
6505,CASAS BAHIA,GRUPO CASAS BAHIA S.A.,PONTO FRIO,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,33.041.260/0652-90,BHIA3,PRIVADO,SÃO PAULO,SP,1946,1981,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
25984,CBA,COMPANHIA BRASILEIRA DE ALUMINIO,,Materiais,Extração Mineral,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,61.409.892/0001-73,CBAV3,PRIVADO,SÃO PAULO,SP,1941,2021,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
28002,CBESE,COMPANHIA BRASILEIRA DE EDUCAÇÃO E SISTEMA DE ENSINO S.A.,COMPANHIA BRASILEIRA DE EDUCAÇÃO E SISTEMA DE ENSINO S.A.,Consumo Disc.,Educação,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,06.267.630/0001-03,,PRIVADO,FORTALEZA,CE,2004,2026,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
14451,CEB,COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,00.070.698/0001-11,CEBR6,ESTATAL,BRASÍLIA,DF,1968,1994,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
16373,CEDAE,CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE,CEDAE,Utilities,"Saneamento, Serv. Água e Gás",Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,33.352.394/0001-04,,ESTATAL,RIO DE JANEIRO,RJ,1975,1997,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
20648,CEEE-D,CIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELETRICA,CEEE-D,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.467.115/0001-00,CEED3,ESTATAL,PORTO ALEGRE,RS,2006,2007,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
27154,CEEE-G,COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,CIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,Utilities,Energia Elétrica,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,39.881.421/0001-04,,PRIVADO,PORTO ALEGRE,RS,2020,2023,FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
16616,CEG,CIA. DISTRIB. DE GÁS DO RIO DE JANEIRO,CEG,Utilities,"Saneamento, Serv. Água e Gás",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,33.938.119/0001-69,CEGR3,PRIVADO,RIO DE JANEIRO,RJ,1969,1997,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
24597,CELEO REDES TRANSMISSÃO DE ENERGIA,CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,31.001.230/0001-07,,PRIVADO,RIO DE JANEIRO,RJ,2018,2018,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
2461,CELESC,CENTRAIS ELETRICAS DE SANTA CATARINA S.A,CELESC,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,83.878.892/0001-55,CLSC4,ESTATAL,FLORIANÓPOLIS,SC,1956,1973,KPMG AUDITORES INDEPENDENTES LTDA.
25577,CELG-D,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.,CELG D,Utilities,Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,01.543.032/0001-04,,PRIVADO,GOIÂNIA,GO,1956,2021,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
21393,CELGPAR,COMPANHIA CELG DE PARTICIPAÇÕES - CELGPAR,CELGPAR,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.560.444/0001-93,,ESTATAL HOLDING,GOIÂNIA,GO,2006,2008,CONVICTA AUDITORES INDEPENDENTES S/S LTDA.
16675,CELPAR,CEL PARTICIPAÇÕES S.A. - CELPAR,CELPAR,Consumo Disc.,Emp. Adm. Part. - Educação,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,02.201.787/0001-85,,PRIVADO,RIO DE JANEIRO,RJ,1997,1997,AUDITÓR - AUDITORES INDEPENDENTES LTDA.
14362,CELPE,CIA ENERGÉTICA DE PERNAMBUCO - CELPE,CELPE,Utilities,Energia Elétrica,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,10.835.932/0001-08,CEPE3,PRIVADO HOLDING,RECIFE,PE,1965,1994,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
2453,CEMIG,CIA ENERG MINAS GERAIS - CEMIG,CEMIG,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,17.155.730/0001-64,CMIG4,ESTATAL,BELO HORIZONTE,MG,1952,1971,KPMG AUDITORES INDEPENDENTES LTDA.
20303,CEMIG D,CEMIG DISTRIBUIÇÃO S/A,CEMIG DISTRIBUIÇÃO S/A,Utilities,Energia Elétrica,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,06.981.180/0001-16,,ESTATAL,BELO HORIZONTE,MG,2004,2006,KPMG AUDITORES INDEPENDENTES LTDA.
20320,CEMIG GT,CEMIG GERAÇÃO E TRANSMISSÃO S/A,CEMIG GT,Utilities,Energia Elétrica,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,06.981.176/0001-58,,ESTATAL,BELO HORIZONTE,MG,2004,2006,KPMG AUDITORES INDEPENDENTES LTDA.
25410,CENTAURO,SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,Consumo Disc.,Comércio (Atacado e Varejo),Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,06.347.409/0001-65,,PRIVADO HOLDING,SÃO PAULO,SP,2004,2021,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
26522,CERRADINHO BIOENERGIA,CERRADINHO BIOENERGIA S.A.,,Materiais,"Agricultura (Açúcar, Álcool e Cana)",Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,08.322.396/0001-03,,PRIVADO,CHAPADÃO DO CÉU,GO,2006,2021,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
2577,CESP,CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO,CESP CIA ENERGETICA SAO PAULO,Utilities,Energia Elétrica,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,60.933.603/0001-78,CESP6,PRIVADO,SÃO PAULO,SP,1966,1971,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
3328,CHESF,AXIA ENERGIA NORDESTE S.A.,CHESF,Utilities,Energia Elétrica,Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,33.541.368/0001-16,,,RECIFE,PE,1948,1969,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
14818,CIMS,CIMS SA,CIMS SA,Utilities,Emp. Adm. Part. - Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,CANCELADA,3.0,00.272.185/0001-93,,PRIVADO,RIO DE JANEIRO,RJ,1994,1995,RSM ACAL AUDITORES INDEPENDENTES S/S
23531,CLARO,CLARO TELECOM PARTICIPAÇÕES S.A.,CLARO TELECOM PARTICIPAÇÕES S.A.,Comunicacao,Emp. Adm. Part. - Telecomunicações,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,07.043.628/0001-13,,PRIVADO,SÃO PAULO,SP,2004,2014,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
27243,CLI SUL,CLI SUL S.A.,CLI SUL S.A.,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,43.514.079/0001-81,,PRIVADO,SÃO PAULO,SP,2021,2023,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
25682,CM HOSPITALAR,CM HOSPITALAR S.A,CM HOSPITALAR S.A,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,12.420.164/0001-57,,PRIVADO,RIBEIRÃO PRETO,SP,2010,2021,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
4448,COBRASMA,COBRASMA SA,COBRASMA S/A,Industria,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,,FASE OPERACIONAL,ATIVO,2.0,61.080.313/0001-91,,PRIVADO,OSASCO,SP,1944,1979,IRMÃOS CAMPOS & CERBONCINI AUDITORES ASSOCIADOS
14524,COELBA,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,COELBA,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,15.139.629/0001-94,CEEB3,PRIVADO HOLDING,SALVADOR,BA,1966,1994,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
14869,COELCE,CIA ENERG CEARA - COELCE,CIA ENERG CEARA - COELCE,Utilities,Energia Elétrica,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,07.047.251/0001-70,COCE5,PRIVADO,FORTALEZA,CE,1971,1995,FORVIS MAZARS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LTDA.
17973,COGNA,COGNA EDUCAÇÃO S.A.,KROTON EDUCACIONAL S.A.,Consumo Disc.,Emp. Adm. Part. - Educação,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,02.800.026/0001-40,COGN3,PRIVADO,BELO HORIZONTE,MG,1998,1998,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
26280,COMERC ENERGIA,COMERC ENERGIA S.A.,COMERC ENERGIA S.A.,Utilities,Energia Elétrica,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,25.369.840/0001-57,,PRIVADO,SÃO PAULO,SP,2016,2021,KPMG AUDITORES INDEPENDENTES LTDA.
15636,COMGÁS,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,Utilities,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,61.856.571/0001-17,CGAS3,PRIVADO,SÃO PAULO,SP,1968,1996,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
3395,COMPANHIA INDUSTRIAL CATAGUASES,COMPANHIA INDUSTRIAL CATAGUASES,COMPANHIA INDUSTRIAL CATAGUASES,Consumo Disc.,Têxtil e Vestuário,Categoria A,,FASE OPERACIONAL,ATIVO,2.0,19.526.748/0001-50,,PRIVADO,CATAGUASES,MG,1936,1973,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
25127,COMPASS,COMPASS GÁS E ENERGIA S.A.,COMPASS GÁS E ENERGIA S.A.,Utilities,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,21.389.501/0001-81,CMPG3,PRIVADO,SÃO PAULO,SP,2014,2020,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
23868,CONCEBRA,CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,Industria,Serviços Transporte e Logística,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,18.572.225/0001-88,,PRIVADO,GOIÂNIA,GO,2015,2016,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
27790,CONCESSIONARIA DAS RODOVIAS DO LESTE MS,CONCESSIONARIA DAS RODOVIAS DO LESTE MS S/A,CONCESSIONARIA DAS RODOVIAS DO LESTE MS S/A,Industria,Serviços Transporte e Logística,Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,48.851.242/0001-15,,PRIVADO,CHAPADÃO DO SUL,MS,2022,2025,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
