cd_cvm,nome,denom_social,denom_comerc,setor,setor_cvm,categ_reg,tp_merc,sit_emissor,sit_cvm,gov_listagem_default,cnpj,ticker_b3,controle_acionario,mun,uf,dt_const,dt_reg,auditor
11762,VULCABRAS,VULCABRAS S.A.,VULCABRAS S/A.,Consumo Disc.,Têxtil e Vestuário,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,50.926.955/0001-42,VULC3,PRIVADO,JUNDIAÍ,SP,1952,1977,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
25852,W2W E-COMMERCE DE VINHOS,W2W E-COMMERCE DE VINHOS S.A.,W2W E-COMMERCE DE VINHOS S.A,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,,FASE OPERACIONAL,ATIVO,2.0,09.813.204/0001-16,,PRIVADO,SERRA,ES,2008,2021,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
5410,WEG,WEG SA,WEG SA,Industria,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,84.429.695/0001-11,WEGE3,PRIVADO HOLDING,JARAGUÁ DO SUL,SC,1961,1982,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
25518,WESTWING COMÉRCIO VAREJISTA,WESTWING COMÉRCIO VAREJISTA S.A.,WESTWING COMÉRCIO VAREJISTA S.A.,Consumo Disc.,Comércio (Atacado e Varejo),Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,14.776.142/0001-50,WEST3,PRIVADO,SÃO PAULO,SP,2012,2021,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
11991,WETZEL,WETZEL S.A.,WETZEL S.A.,Materiais,Metalurgia e Siderurgia,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,84.683.671/0001-94,MWET3,PRIVADO,JOINVILLE,SC,1932,1984,DOROS AUDITORIA
14346,WHIRLPOOL,WHIRLPOOL S.A,WHIRLPOOL S.A,Industria,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,59.105.999/0001-86,WHRL4,ESTRANGEIRO,SÃO PAULO,SP,1972,1994,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
23590,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,Financeiro,Seguradoras e Corretoras,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,42.278.473/0001-03,WIZC3,PRIVADO,BRASÍLIA,DF,1973,2015,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
11070,WLM,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,WLM,Industria,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,33.228.024/0001-51,WLMM4,PRIVADO,RIO DE JANEIRO,RJ,1946,1971,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
20001,XX DE NOVEMBRO SEC DE CREDITOS IMOB,XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A,XX DE NOVEMBRO SEC DE CREDITOS IMOB S.A,Industria,Emp. Adm. Part. - Sem Setor Principal,Categoria B,,FASE OPERACIONAL,ATIVO,2.0,03.538.833/0001-07,,PRIVADO HOLDING,RIO DE JANEIRO,RJ,1999,2006,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
21016,YDUQS,YDUQS PARTICIPACOES S.A.,ESTACIO PARTICIPAÇÕES SA,Consumo Disc.,Emp. Adm. Part. - Educação,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,08.807.432/0001-10,YDUQ3,PRIVADO,RIO DE JANEIRO,RJ,2007,2007,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
23604,YOU INC,YOU INC INCORPORADORA E PARTICIPAÇÃO S.A,YOU INC INCORPORADORA E PARTICIPAÇÕES S.A.,Imobiliario,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,11.284.204/0001-18,,PRIVADO HOLDING,SÃO PAULO,SP,2009,2015,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
24317,ZAMP,ZAMP S.A.,ZAMP S.A.,Consumo Basico,Alimentos,Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,13.574.594/0001-96,ZAMP3,PRIVADO,SÃO PAULO,SP,2011,2017,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
25615,ÁGUAS DE TERESINA SANEAMENTO SPE,ÁGUAS DE TERESINA SANEAMENTO SPE S.A.,ÁGUAS DE TERESINA SANEAMENTO SPE S.A.,Utilities,"Saneamento, Serv. Água e Gás",Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,27.157.474/0001-06,,PRIVADO,TERESINA,PI,2017,2021,KPMG AUDITORES INDEPENDENTES LTDA.
27979,ÁGUAS DO PARÁ A SPE,ÁGUAS DO PARÁ A SPE S.A,ÁGUAS DO PARÁ A SPE S.A,Utilities,"Saneamento, Serv. Água e Gás",Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,61.067.901/0001-95,,PRIVADO,BELÉM,PA,2025,2026,KPMG AUDITORES INDEPENDENTES LTDA.
27960,ÁGUAS DO PARÁ B SPE,ÁGUAS DO PARÁ B SPE S.A.,ÁGUAS DO PARÁ B SPE S.A.,Utilities,"Saneamento, Serv. Água e Gás",Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,61.067.902/0001-30,,PRIVADO,BRAGANÇA,PA,2025,2026,KPMG AUDITORES INDEPENDENTES LTDA.
27987,ÁGUAS DO PARÁ D SPE,ÁGUAS DO PARÁ D SPE S.A.,ÁGUAS DO PARÁ D SPE S.A.,Utilities,"Saneamento, Serv. Água e Gás",Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,61.067.904/0001-29,,PRIVADO,PARAUAPEBAS,PA,2025,2026,KPMG AUDITORES INDEPENDENTES LTDA.
26735,ÁGUAS DO RIO 1 SPE,ÁGUAS DO RIO 1 SPE S.A.,ÁGUAS DO RIO 1 SPE S.A.,Utilities,"Saneamento, Serv. Água e Gás",Categoria B,BOLSA,FASE OPERACIONAL,ATIVO,3.0,42.310.775/0001-03,,PRIVADO,RIO DE JANEIRO,RJ,2021,2022,KPMG AUDITORES INDEPENDENTES LTDA.
26743,ÁGUAS DO RIO 4 SPE,ÁGUAS DO RIO 4 SPE S.A.,ÁGUAS DO RIO 4 SPE S.A.,Utilities,"Saneamento, Serv. Água e Gás",Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,42.644.220/0001-06,,PRIVADO,RIO DE JANEIRO,RJ,2021,2022,KPMG AUDITORES INDEPENDENTES LTDA.
27359,ÁGUAS DO SERTAO,ÁGUAS DO SERTAO S.A.,ÁGUAS DO SERTAO S.A.,Utilities,"Saneamento, Serv. Água e Gás",Categoria B,BALCÃO ORGANIZADO,FASE OPERACIONAL,ATIVO,2.0,45.456.117/0001-12,,PRIVADO HOLDING,PENEDO,AL,2022,2023,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
23248,ÂNIMA,ANIMA HOLDING S/A,,Consumo Disc.,Educação,Categoria A,BOLSA,FASE OPERACIONAL,ATIVO,3.0,09.288.252/0001-32,ANIM3,PRIVADO HOLDING,SÃO PAULO,SP,2007,2013,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.
